repo_owner,repo_name,complexity_score,success
ese-detkin-lab,ese5190-2022-lab1-firefly,2,True
ableco,automationtraining,6,True
Fong-,CS169-PenPal-Gladiators,94,True
daicuo,feifeicms,30,True
julietrinh1,soen341,34,True
tanmaysharma2001,arjun-backend,58,True
PhucLocNguyen,N2_NET1806_SWP,50,True
davidOrtiz09,GreenMarket-G2,147,True
joincivil,civil-sdk,66,True
strumet,labmod17,106,True
Technigo,project-final,18,True
minstrel1977,rust-reference,286,True
ClickHouse,aws-crt-cpp,181,True
Bahmni,openmrs-module-bahmniapps,34,True
chargetrip,examples,22,True
ashasan1,trader-jocks,12,True
frontend-application-development-uw22,week2-assignment,10,True
src-openeuler,time-api,13,True
hstreamdb,distributed-tests,10,True
makscap,protest-frontend,38,True
dwainscheeren,dwains-dashboard-addons,6,True
src-openeuler,perl-Class-Can,8,True
urfu-2016,team3,100,True
arafat-solutions,ext-mid-pkmu-web,38,True
openshift,project-request-limit,6,True
src-openeuler,perl-Net-SNMP,9,True
src-anolis-dde,phonon,4,True
PTU-Graduate,Ryu_Front,41,True
src-openeuler,python-shamir-mnemonic,8,True
google,apitools,28,True
Klasa-4TP,Klasa-4TP,2,True
cs2103jan2016-f13-4j,main,20,True
knudsam,knowledge-buddy,22,True
pianodaemon,SJO,23,True
oliveiraagu1,Projeto3fase,15,True
Allen-ISD-Computer-Science,REPO_AutomaticDifferentiation_2024,73,True
microsoft,AImagery,84,True
Nordgaren,Elden-Ring-Debug-Tool,13,True
realestateSoftuni,RealEstate,71,True
nsonb,helsinki-outdoor-innovation,60,True
didwjddyd,LogIN-Adventure,148,True
Pjiwm,serious-game,2,True
Semantics-of-Sustainability,tempo-embeddings,104,True
takoda1,student-success,146,True
single-spa,create-single-spa,24,True
danon321,mate-academy-project-group-1,42,True
Bulvinkoln,4232_Company,4,True
src-openeuler,libcddb,13,True
ulearn-me-course-java,3-java-control-flow-and-arrays,40,True
aws-samples,cookiecutter-aws-sam-pipeline,26,True
cartographer-project,async_grpc,97,True
MODU-TAXI,server-api,14,True
mate-academy,py-movie-api,6,True
zio,zio-telemetry,49,True
birgorg,birg,39,True
tsl0922,mpv-menu-plugin,34,True
Swackles,hk-multimedia,64,True
G12-ISPP,Knowledge-base,88,True
e-leal,project-2,62,True
kaltura,netkit-android,44,True
amit8001,Project3_FlightLogger,36,True
aws-samples,aws-secret-sidecar-injector,44,True
beckn,beckn-exp-ui,38,True
ricardocampos1,Pyxia,2,True
src-openeuler,ros2_system_modes,9,True
DataDog,codecov-ruby,18,True
Ada-C14,personal-portfolio-site,4,True
calvin-cs262-itteam,itteam,47,True
opencloudos-stream,python-jinja2,6,True
cse110-sp23-group4,cse110-sp23-group4,12,True
emanca,wproperties-analysis,138,True
MelnykovSV,js-project-books-t5,38,True
dasch-swiss,dasch-service-platform,40,True
eduapp-project,eduapp,62,True
davinci-ao,wintonoverwatch,2,True
openkylin-backup,ovirt-engine-nodejs,4,True
LandmakTechnology,maven-web-application,6,True
src-openeuler,aspectjweaver,14,True
openkruise,kruise-helm,16,True
UVCE-Marvel,git-task,8,True
github-book,first-pr,22,True
COPS-CSOC-2022,CSOC-2022-week-5-Express-Apis,28,True
src-anolis-os,python-mysqlclient,4,True
src-anolis-os,perl-UNIVERSAL-isa,2,True
mozilla,sumo-projects,2,True
Exawind,amr-wind,143,True
popepatas,Situr,2,True
emqx,emqx-cloud-cdn,14,True
myarmenia,Museums,97,True
frickler24,ckb-next,31,True
cincuranet,FirebirdSql.Data.FirebirdClient,44,True
CelestialSystem,APICYPRESS,10,True
torpeBoiGo,aszteroidabanyaszat,137,True
raghunat,drawesome,85,True
kubevirt,blog,30,True
we-trade-graduation-team,we-trade,44,True
src-openeuler,perl-File-MMagic,8,True
TeamKaulu,RenegadeJammer,12,True
msclal,below-zero,32,True
RockefellerArchiveCenter,rac_aspace,92,True
DS4SD,deepsearch-toolkit,51,True
Pingu-Pox,duncraft,2,True
kercos,HiSTORICCacciaAlTesoro,44,True
Gabrielnero000,FindOffice-Server,21,True
atlp-rwanda,Phantom-Backend-Pirates,80,True
kyverno,website,56,True
ProyectoIntegrador2018,asistente-inteligente-fotos,4,True
learn-co-students,oo-kickstarter-v-000,14,True
Toontown-Offline-Issue-Tracker,issues,2,True
matteoterrien,Busy-Bee-Contacts,8,True
src-anolis-ai,librttopo,10,True
clearcode-tech,code-guides,46,True
engr101staff,engr101matlab,16,True
breatheco-de,exercise-collaborative-html-website,14,True
jwade688,platinum_lyric_project,110,True
kaltura,playkit-js-downloads,70,True
build-security,kibana,1046,True
super30admin,Binary-Search-2,2,True
Not-Endurance,not-timing-system,50,True
Lambda-School-Labs,kansha-be,40,True
src-openeuler,perl-IPC-ShareLite,9,True
FT-React-Study,react-dev-study,36,True
Grupo-6-Projeto-Volt,BackEnd,16,True
civica-digital,iodc-report,26,True
MystenLabs,move-book,20,True
u14395283,SavageRus,34,True
jdelim,Tetris,20,True
src-openeuler,nodejs-eyes,11,True
darkhandz,XPS15-9550-Sierra,12,True
shatice,machineavapeur,26,True
src-anolis-os,perl-MIME-Lite,4,True
sonyxperiadev,device-sony-common,77,True
ironhack-labs,lab-react-discord-hero,2,True
Ferlab-Ste-Justine,clin-ui,42,True
src-openeuler,svnkit,25,True
KLS-VDIT-Haliyal,gettingStartedWithGithubInKLSVDIT,2,True
cs2103jan2015-f10-3c,main,203,True
nyu-devops-fall18,products,51,True
dotnet,vscode-dotnet-runtime,150,True
EmmyLua,EmmyLua-ErrorReport,0,False
MicrosoftDocs,msix-docs,46,True
KLanger98,Gobble-Global-Snack-Finder,96,True
src-openeuler,perl-Monitoring-Plugin,9,True
csci-2479-au-2022,tabletop-nerds,75,True
Bimesha,E-Commerce-Web,36,True
src-anolis-epao,perl-pgsql_perl5,4,True
src-openeuler,ShellCheck,4,True
qiancai,docs,3358,True
opencloudos-testing,mlocate,29,True
agent-system,homework20150415,4,True
jonbertelsen,lifehackB,49,True
TypicalUsername-ai,unishare,21,True
src-openeuler,BiSheng-Autotuner,8,True
TadhgMc,TheTavern,20,True
rexdjw,cs361,158,True
src-openeuler,openstack-mistral,4,True
mpfeifer1,Piano,19,True
AjitBabar,EP_Automation,0,False
george-kankava,gng-social-network,12,True
topcoder-platform,freeCodeCamp,230,True
opencloudos-stream,bind-dyndb-ldap,18,True
TinkerbellBeStrong,TestGithubXI-RPL-1,230,True
opencloudos-stream,cairo,8,True
src-openeuler,nodejs-callsites,9,True
ahumadamob,imb.pr3.lh.2023.spring,6,True
theforage,forage-jpmc-swe-task-2,37,True
project-sunbird,sunbird.org-docs,179,True
zapier,zapier-platform-legacy-scripting-runner,40,True
ministryofjustice,opg-docker-1604,38,True
src-openeuler,python-caribou,4,True
src-openeuler,ghc-bsb-http-chunked,10,True
RezaJodeiri,CXR-Capstone,22,True
src-openeuler,seahorse,11,True
ladybug-podcast,ladybug-website,164,True
src-openeuler,openstack-heat-agents,4,True
taco-corp,checkedin_react,32,True
src-openeuler,perl-MooX-HandlesVia,4,True
src-openeuler,python-apypie,8,True
LambdaSchool,DS-Unit-2-Sprint-4-Model-Validation,18,True
antgroup,.github,6,True
src-openeuler,python-pytz-deprecation-shim,8,True
Andagualh,DP2-G2-8,41,True
src-anolis-os,mod_auth_openidc,2,True
Lukasrygh23,QA_Cinemas,10,True
emys-alb,votacao-caesi,12,True
fulpstation,fulpstation,381,True
openharmony-sig,device_board_isoftstone,9,True
src-openeuler,CharLS,9,True
src-openeuler,perl-IO-Pager,10,True
open-kudos,open-kudos-intern-web,22,True
COMPASS-DPG,wpcas-service,44,True
mosra,magnum-plugins,65,True
src-anolis-os,gspell,2,True
LHC0312,BE-C_Team02,24,True
src-openeuler,vagrant,4,True
src-anolis-ai,python-ipympl,4,True
tel-ran-de,phonebook-m9-1,42,True
EABarton123,NW5-group-3-Road-to-Tech,39,True
upfrontsystems,izinto-angular,50,True
yzhengfei,ai-coding,2,True
pushpay,fruitstand,2,True
sublimemahesh,credit-master,352,True
adobe,assurance-plugins,54,True
NYPL,MyLibraryNYCApp,138,True
juicedata,cli,163,True
CoderDojo,community-platform,22,True
src-anolis-os,svt-av1,4,True
MaksymKonin,project02-news,32,True
rachitmehrotra1,devops-restapi,21,True
apiaryio,boost-move,126,True
src-openeuler,jboss-el,8,True
Mentor-Mentee-Project,mentor-mentee,87,True
leonardo252,AlternaFood,34,True
DACSS,Social_Networks_Spring_2023,40,True
kaltura,playkit-js-audio-player,62,True
src-openeuler,jboss-transaction-spi,11,True
src-openeuler,python-feedgenerator,8,True
PollySaa,java-filmorate,7,True
GSA,ussm2.0,611,True
src-openeuler,proxool,8,True
goldendeepkaur,PPS,262,True
team-replace,replace-backend,6,True
src-openeuler,wall_follower_ros2,4,True
s-hadinger,berry,332,True
folio-org,mod-circulation-bff,15,True
receipt-project,receipt-java,46,True
adobe,helix-task-support,46,True
jminguely,eikon-flex-1,22,True
awesome-davian,awesome-reviews-kaist,4,True
Gmarvis,whatsapp-clone,68,True
esphome,aioesphomeapi,137,True
vados-cosmonic,wasmCloud,131,True
golapadeok,fluo-fe,37,True
AntonioFlores1,Empty-Line,68,True
Ada-C13,string-manipulation-practice,14,True
sulzipteam,sulzip,2,True
yeputons,hse-2019-pb-tasks,83,True
cs361w2019-osu,sprint1-team-1,5,True
NVIDIA,cuEquivariance,26,True
antonjanzon95,gridmastercanvas,28,True
tetorapod-a,fleamarket_sample_77a,60,True
Lv-672-TAQC-Java-project,codeWars672,3,True
surveyjs,survey-analytics,274,True
arlekin12089,webhop-watches,34,True
zaviagodev,frappe,146,True
RHEcosystemAppEng,feast,87,True
ConductionNL,skeleton-gatsby,12,True
darkeris345,Winter-project-KOUDERIAI,60,True
California-Data-Collaborative,OWRScreator,22,True
Zipcoder,Maven.Spring-QuickPollApplication,3,True
src-anolis-ai,gdcm,4,True
learn-co-students,first-ide-lab-vfa-2019,14,True
MatthewScott-86,JobSkillsStatisticsWebsite,177,True
opencloudos-stream,libfreehand,4,True
Gizra,og,129,True
joinpursuit,Pursuit-Core-Web-Unit-2-Assessment-6-4,6,True
gdsckoreahackathon2022,gdsckoreahackathon2022.github.io,36,True
react-native-website-migration,react-native-website,348,True
Gyanthakur,Dev_Profiles,50,True
src-openeuler,R-base64enc,8,True
src-anolis-os,perl-XML-XPathEngine,2,True
src-openeuler,python-pyxdg,8,True
MercuryTechnologies,buck2-prelude,840,True
src-openeuler,rubygem-serverengine,8,True
madskristensen,FileIcons,40,True
tpkreddy,Apssdc-git,12,True
SightPP,Intel_IXN_SightPP,6,True
The-REACTive-DOMinators,react_catalog,16,True
KovalchukAIWE,foodies-front-end,49,True
BabylonianTeam,Babylonians,26,True
GlynLeine,RealisticPlantSim,28,True
ZakharDay,UNIQ-101-002,2,True
LaTechnology,javaportal,25,True
peaksoft-school,bilingual-js11,28,True
CSID-DGU,2024-1-OSSP1-moodoodler-8,10,True
cmm-20,final-project,8,True
CryptoWorldLtd,CryptoNews,16,True
wrytherUC,TrailAnywhere,7,True
The-Foragers,LeafyFriend,64,True
fluencelabs,aquavm,57,True
oicr-gsi,dimsum,67,True
src-openeuler,python-zdaemon,9,True
SmartDroidies,e-angaadi-web,48,True
john-jebo,workshop,12,True
hummingbird-me,kitsu-mobile,44,True
WilliamParsons,SlideShow,44,True
jenkinsci,lib-async-http-client,20,True
nyu-software-engineering,fall-2019-spotterfly,30,True
rfcx,arbimon-uploader,88,True
cobaltspeech,proto,22,True
LoLMatch,frontend,38,True
kottz,D7039E,53,True
AY2425S1-CS2113-W14-3,tp,24,True
openharmony-sig,fluttertpc_sqlite3.dart,25,True
liaten,kanban-board,22,True
src-anolis-os,perl-Params-Classify,2,True
OTI-SRM,srm_project,20,True
CSE574Spring2020,project-submission,2,True
gravitational,teleport-plugin-framework,2,True
appium,tutorial,36,True
NinaAguila,BA3101,4,True
Blue-Ocean-DBZ,vegetationstation,48,True
Yuto-tus,final_assignment_front-yuto-,10,True
FilipMatys,MPR2015,68,True
Chartes-TNAH,dictionnaire,23,True
jocular-jaguars,GreatHunt,30,True
Verizon,funnel,53,True
datana-gmbh,scanio-lite,100,True
GoodDollar,GoodDAPP,245,True
GeekHaven,WebD-Selection-23-24-Final-Tasks,12,True
sweeneyde,3902-zelda-game,20,True
CinemaStyle,GR_3371,2,True
capstone-travelbuddy,travelBuddy,6,True
src-anolis-ai,python-kornia,4,True
COSC481W-2020Fall,cosc481w-581-2020-fall-convoluted-classifiers,55,True
barbarakos,QuizApp,10,True
galynskyy,Goal,4,True
src-openeuler,python-rsd-lib,4,True
Montana-Code-School,git-your-message,28,True
dmkwis,TML-decoder,43,True
ataraxie,successorships,56,True
unixnaresh,batch22aproject,2,True
IvanLukyanau,LX.StaffScheduler.BE,20,True
kruzhok,ramat-gan,24,True
COPS-IITBHU,hello-cops,28,True
src-openeuler,python-olefile,5,True
infoshareacademy,jjdz2-email,5,True
src-anolis-os,sblim-cmpi-base,2,True
rueljessica,CourseGenie,100,True
DizzyEggg,pokeemerald,1607,True
Exordium-Project,e-shop,47,True
cse442-spring-2020-offering,cse442-semester-project-d-s-get-degrees,26,True
Foundation-19,Foundation-19,293,True
src-openeuler,lohit-nepali-fonts,4,True
SocratesAcademy,cjc,479,True
src-anolis-os,crda,2,True
ekoclike,burst,10,True
opencloudos-stream,python-passlib,2,True
ClickHouse,doc-pr-preview-test,114,True
HackYourAssignment,databases-cohort48,74,True
src-anolis-os,python-webencodings,2,True
Saloed,softdev-2023-spring-task-2,2,True
tsangjustin,taylorfit,47,True
src-openeuler,rubygem-docile,9,True
CMU-17-356,scheduleshare,14,True
coconut-svsm,svsm,98,True
dda5gi,algo-study,509,True
mozilla,moz-l10n,26,True
GregorJosh,goit-project-01,13,True
upesacm,21DaysOfCode-2023,113,True
gp1000-dev,gp-attendance,73,True
rowanDEJ,43-project-2,11,True
src-openeuler,perl-bareword-filehandles,9,True
SI-RPL-2023,SI4401_KEL225_UKMFun,63,True
AY2425S1-CS2103T-T08-4,tp,45,True
src-anolis-os,osgi-compendium,2,True
Badjeck,TRIVIAAAAAAA,22,True
0lezhka,logos,20,True
the-collab-lab,tcl-22-smart-shopping-list,54,True
XcooBee,xcoobee-js-sdk,26,True
nyu-devops22-orders,orders,53,True
luiscastror9,MascostasApp,58,True
SoftverInzenjeringETFSA,SI2014Tim7,29,True
Integreat,gemeindeverzeichnis,26,True
EllieSky,PythonBootcamp_Summer2021,136,True
digitalinnovationone,trilha-net-banco-de-dados-desafio,30,True
SebSchoeneberger,SnapTask-Fe,26,True
src-openeuler,perl-DynaLoader-Functions,8,True
intuit,foremast,71,True
VitaliiPopov,Lv-481.SET-OpenCartTest,4,True
opencloudos-stream,perl-CPAN-Meta-Check,2,True
davedelong,calendar_fallacies,8,True
cyverse,qms,81,True
Sarhsian,EasyRestTests,2,True
Aspire-Software-Solutions,RIVAL,49,True
AT-08,coding,9,True
SoftmedTanzania,opensrp-client-chw-hf,15,True
Ebraheem1,Der-Algorithmus2,14,True
src-openeuler,perl-Test-LeakTrace,9,True
src-openeuler,hunspell-eo,9,True
infoshareacademy,jcszr12-AionCode,2,True
postmanlabs,observability-glog,30,True
JASantacruz,ISOFT2-2021-C03,57,True
src-openeuler,nodejs-asn1,8,True
CitrusGender,tgstation,295,True
tebexio,BuycraftX,22,True
andrewkfiedler,reveal,8,True
ueckoken,www.koken.club.uec.ac.jp,56,True
src-anolis-os,aom,4,True
bcgov,cleanbc,2,True
opencloudos-stream,kf5-solid,4,True
oPhamQuangHung,g221_notes,20,True
techlivewang,nativeShare.js,20,True
zer0-os,zSale-SDK,30,True
Emilce-Cano,RefactoringLifeAcademy,13,True
Kushal997-das,Hacktoberfest-2024,24,True
herdj,cs_361_400_f2020,10,True
AvengersTraining,HoangBN_Laravel_PHPBT,21,True
fe-nov22-WardNo6,product_catalog_frontend,34,True
CODAIT,hadoop-yarn-api-python-client,97,True
forktheonlyone,Funiture-OnlineShop,15,True
src-openeuler,python-logutils,9,True
GuardosEpitech,Guardos,13,True
munyeol-Yoon,Permu,56,True
trafilea,storefront-static,48,True
meshkorea,springbootcamp,39,True
Azure,terraform-azurerm-avm-ptn-hci-ad-provisioner,48,True
evangadi,sample-repo,6,True
emqx,rabbitmq-common,187,True
zalandoresearch,psgan,46,True
freedomofpress,securedrop-workstation,253,True
LaughLog,laugh-log,34,True
agile-dev-assignments,project-setup-pinheiro-encompassing,75,True
AT-03,RoomManager,12,True
alii,linear-style,20,True
tekperfect,devops-sandbox,41,True
subodh30,Job-Analyzer,107,True
mate-academy,react_list-of-goods-js,24,True
DEbinger,CEGS,16,True
hmcts,sscs-ccd-e2e-tests,50,True
MET-CS673,StockPortfolio,5,True
src-anolis-os,gnome-backgrounds,2,True
svbrodersen,CSC207_project,22,True
cs4241-20a,a1-gettingstarted,8,True
BlueberryMountainStudio,SlavicHuntress,18,True
smartmind-team,thanosql-docs,24,True
seiyria,tournamentmango,44,True
andela,blackninjas-frontend,66,True
src-openeuler,spymemcached,9,True
opencloudos-stream,gnome-shell,6,True
KodaCaleb,ShortStack,40,True
rabbitonweb,chamberconf_pokoje,2,True
opencloudos-stream,kf5-kactivities,4,True
vladarama,cranki,26,True
thebadge,thebadge-website,98,True
src-openeuler,perl-SVG,8,True
urfit-tech,lodestar-app-admin,57,True
src-openeuler,js-jquery,13,True
michelboaventura,copper,68,True
bizzzzi,weats_spring,3,True
net375,theater-schedule-mobile,146,True
Silent4Devs,suite-web,230,True
cloudfoundry,docs-dev-guide,140,True
QodeFarm,cnl-backend,48,True
LideLinusZhang,cs446-project,20,True
NaKaLiGoBa,AlgoWithMe-BE,23,True
Codeit-Sprint-6-Team16,Team16-Openmind,20,True
Year4-Games-Development,SBSP-A1-nav-combat,42,True
octopusden,octopus-dms-service,49,True
Clotonervo,Event-Planner,20,True
dirruk1,gnome-breeze,13,True
Mindswap-6th-Edition-Final,final-project-be,9,True
GDSC-Algorithm-Study,Algorithm-study,2,True
labforward,laboperator-workflow-schema,72,True
src-anolis-os,python-podman,2,True
Codeit-Sprint-Part-2-Team-6,Open-Mind,16,True
kopaldeep,dlops_activity,11,True
src-openeuler,nodejs-builtin-modules,11,True
hackbots-3414,2022-Rapid_React,27,True
materialsproject,api,50,True
Log-Road,Road_FrontEnd,24,True
puppetlabs,vmstatus,8,True
pyro-ppl,community,2,True
devhouserepo,SKN-Page,16,True
SangNyungLee,useMDP,28,True
IBM,occupancy-insights-desk-sensors-tririga,80,True
opencloudos-stream,pyp2rpm,2,True
OasysFoundation,Oasys-Toolbox-React,68,True
Projeto-grupo-05,projeto,8,True
tstellar,llvm-project,197,True
gregraudenbush,FlaskDebugQuiz,5,True
DeryaYasar,CtisProjectNew,4,True
ScipioWright,Archipelago-SW,265,True
skypro-backend,example-for-graduate-work,8,True
polrmn,kapusta-app,50,True
emmoldovan,internship_web-dev,2,True
IgorZhosan,java-filmorate,7,True
src-openeuler,ct-ng,8,True
ochan1,sp21cs184-final-project,10,True
yuriy-tsarenko,java_essential,9,True
397-F19,LabCat-Native,62,True
gti-sos,SOS1920-05,32,True
ResurrectionRemix,Resurrection_packages_apps_Settings,23,True
PLADI-ALM,PLADI-ALM-Web,36,True
src-openeuler,perl-Dir-Manifest,8,True
hbz,laser-ygor,14,True
AustinCodingAcademy,advanced-testing-practice,26,True
openkylin,qpdf,42,True
Tartarus-RBK,Hospital-System,28,True
kontur-courses,fp,38,True
KyoshiNoda,Elevate,24,True
Thesergiolg99,festify-issues,2,True
hmrc,child-benefit-view-frontend,34,True
citec-spbu,Spatial-Data-ETL,19,True
kyma-project,cli,36,True
soramitsu,soramitsu-iroha-balancer,15,True
SEI-R-10-5,react-ajax-swapi,2,True
deepaksingh0207,bsms,63,True
fenyx-it-academy,VIT-Python-8,2,True
Curlied,Front,38,True
mlp2018,fraud_detection,34,True
vinodkadam02,SpringBootApplication,10,True
iamitsily,Molar-ui,17,True
opencloudos-stream,python-oslo-vmware,2,True
src-anolis-os,ocaml-bisect-ppx,4,True
bsidemyself,VillainousQuest,46,True
FacultadInformatica-LinkedData,Curso2018-2019,305,True
exastro-suite,exastro-platform-dev,65,True
brandonmousseau,vhvr-mod,148,True
ICP-hub,web3_date,54,True
Club-PARD,PARD_iOS,10,True
HAUT-SE-OOP,Assignment_05,5,True
Dongmanee,backend,11,True
Glazoff,client-server-template-with-vite,30,True
goodrain,market-api-python,245,True
ThjodskrarLokaverk,BlazorSkraWebApp,26,True
cs394-s19,325poke,18,True
CS2103AUG2016-W14-C4,main,35,True
sequelize,sequelize-sscce,38,True
src-anolis-os,atomic,2,True
CarlosMtz1281,CaritasMty_HealthApp,48,True
qmargo23,CWTB_SHELTER,7,True
src-openeuler,gz-tools,9,True
josandre,front-end-medical-app,38,True
learn-co-students,sql-crowdfunding-lab-v-000,26,True
ValerieSharandina,ForHomeWork_Git,2,True
mulmagi,server,14,True
src-openeuler,python-scikit-learn,7,True
openeuler,allwinner-kernel,4,True
Lehcim1995,Rekeningrijden,34,True
tcgdigital,ERSClient-Iteration2,62,True
opencloudos-stream,soundtouch,4,True
robinagandhi,hello-world,2,True
UniCourt,Website-Workshop1,43,True
eaaristizabal1,OneSoftGroup,20,True
neetibut,responsive_web2,22,True
24-ITFO4-STDM-BRUE,12-03-JUnit-einfuehren,6,True
ImagingDataCommons,slim,68,True
vovkatom,perfect-task,24,True
morivden,InfoEnvExpr2JavaGame,4,True
src-openeuler,quay,4,True
newrelic,nri-flex,295,True
OctopusDeploy,OctopusDSC,66,True
samply,open-telekom-cloud,12,True
opencloudos-stream,shaderc,6,True
oleelnes,Sandbox,188,True
openkylin,gzip,111,True
learn-co-students,rails-form_tag-readme-v-000,50,True
kamil3197,agile-project-TEAMB,53,True
you-yuan,AutoGeneratorCode,24,True
IDR,upptime,96,True
brianalegre,OldEgg,84,True
GSG-G13,fluentoo,32,True
ihhub,penguinV,89,True
jeanfrancoisburnier,gr14,76,True
AD1616,breadbops-frontend,52,True
ihollander,js-mini-challenge-prework,6,True
barcindia,Test,6,True
akoeplinger,runtime,180,True
benja-iag,blockchain,58,True
ec-utblidningar-web20-csharp-intro,Agile_Demo,6,True
pyani-plus,pyani-plus,81,True
outfitterExpert,main,6,True
src-openeuler,perl-Env-C,12,True
openharmony,telephony_cellular_call,21,True
karmada-io,website,56,True
isystem20,capstone_qcpeso,12,True
hpi-sam,rl-4-self-repair,82,True
OneilMagno,Night-Owl-Project-Repo,46,True
sos-masters,sos-masters,14,True
gotechnica,technica-site-2024,242,True
jereor,Paradise_Falls,82,True
opencloudos-stream,python-inflect,2,True
opencloudos-testing,snappy,31,True
JoeDLehmanJr,Winter-2023-CPW226-Project-eCom,16,True
Lambda-School-Labs,care-for-life-fe,18,True
ELEC2024-DEMACIANS-BSIT-32E1,ELEC2024_DEMACIANS_BSIT_32E1,10,True
StuntsPT,pr_bio_2021-2022_assignments,222,True
IBM,cloud-databases-node-sdk,40,True
MatiasViacava,BeeOrganizeedProject-Fronted,28,True
leemerlas,PrisonVisitApp-web-,11,True
FRC2706,2023-2706-Fall-Poseidon,32,True
watson-developer-cloud,dotnet-standard-sdk,34,True
openharmony-sig,flutter_widget_from_html,46,True
maintth1807076,mystore,83,True
town-intelligent-beta,t-planet-cms,80,True
shruthisalimath,TaskHive,12,True
Netflix-Skunkworks,oxidized,50,True
mesalock-linux,aho-corasick-sgx,42,True
digitrp,fivem-public-board,0,False
The-CallBack-Cats,BagIt,60,True
Ditogos,Project_Team_12,30,True
DUNE,duneana,12,True
KlutzyBubbles,alchemy-unbound-status,20,True
Bdataplanet,To_fly_or_not_to_fly,36,True
radondb,k8s-radondb,6,True
CoderCollective-con-pen-ort-gon,CoderCollective,9,True
saki0311,cloud,81,True
src-anolis-os,python-configshell,2,True
src-anolis-os,perl-Log-Dispatch-FileRotate,4,True
DishDelish,dishdelish-app,39,True
urfu-2018,javascript-task-5,16,True
abhisek247767,AI-ML-DL-Hacktoberfest2024-WB,341,True
hippospace,aptos-coin-list,212,True
hzuapps,web-wechat-2019,10,True
src-openeuler,perl-File-Zglob,8,True
tuanlam1610,20KTPM02-AWP-Project,50,True
src-anolis-os,vala,2,True
gaikwadabhishek,F22-CS151-06,2,True
src-openeuler,perl-B-Hooks-OP-PPAddr,8,True
learn-co-students,rails-activerecord-model-rails-lab-v-000,52,True
8848digital,erpnext,56,True
Emanuelsoniax,CATNIPCHIP,6,True
src-openeuler,ros2_rqt_srv,9,True
Rolkarolka,Hello,17,True
puppetlabs,education-control-repo,14,True
ds5010,vaccines-3,94,True
Spearritt,Soro-s-Island,0,False
DarrenVs,Cuboid,18,True
amitjuyal,MCAENDTERMEXAM,144,True
theRAPTLab,meme-2023,34,True
wirenboard,wb-nm-helper,54,True
thoughtstem,metacoders-dot-org,100,True
Verity-Freedom,Tor-Portable,28,True
DohuiKo,HUFS_MissingSemester_ToMeetGithubClass,2,True
confluentinc,rest-utils,51,True
src-openeuler,isula-rust-extensions,10,True
